University name - shortened,Course Name,Course Link,Duration,Qualification,Start Date,Mode of attendance, Fee,UG/PG,University name - HESA
University of Nottingham,Biosciences MPhil,https://www.thecompleteuniversityguide.co.uk/courses/details/biosciences-mphil/57692256,2 years,MPhil - Master of Philosophy,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Biosciences MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/biosciences-mres/57499964,1 year,MRes - Master of Research,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Biotechnology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/biotechnology-msc/56812762,12 months,MSc - Master of Science,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Brewing Science and Practice MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/brewing-science-and-practice-msc/58179152,1 year,MSc - Master of Science,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Brewing Science MPhil,https://www.thecompleteuniversityguide.co.uk/courses/details/brewing-science-mphil/57692264,2 years,MPhil - Master of Philosophy,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Brewing Science MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/brewing-science-mres/57500078,1 year,MRes - Master of Research,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Business Administration MBA,https://www.thecompleteuniversityguide.co.uk/courses/details/business-administration-mba/58134530,12 months,MBA - Master of Business Administration,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Business Analytics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/business-analytics-msc/56812692,12 months,MSc - Master of Science,2024,,"28,600",PG,University of Nottingham
University of Nottingham,Business and Management MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/business-and-management-msc/57463950,12 months,MSc - Master of Science,2024,,"28,600",PG,University of Nottingham
University of Nottingham,Canadian Studies MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/canadian-studies-mres/58135470,12 months,MRes - Master of Research,2024,,"21,500",PG,University of Nottingham
University of Nottingham,Cancer and Stem Cells DM,https://www.thecompleteuniversityguide.co.uk/courses/details/cancer-and-stem-cells-dm/58134510,4 years,DM/MD - Doctor of Medicine,2024,,"21,500",PG,University of Nottingham
University of Nottingham,Cancer and Stem Cells MPhil,https://www.thecompleteuniversityguide.co.uk/courses/details/cancer-and-stem-cells-mphil/58134534,2 years,MPhil - Master of Philosophy,2024,,"21,500",PG,University of Nottingham
University of Nottingham,Cancer and Stem Cells MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/cancer-and-stem-cells-mres/58134476,1 year,MRes - Master of Research,2024,,"21,500",PG,University of Nottingham
University of Nottingham,Cancer Immunology and Biotechnology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/cancer-immunology-and-biotechnology-msc/52684968,12 months,MSc - Master of Science,2024,,"30,200",PG,University of Nottingham
University of Nottingham,Cellular and Developmental Biology MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/cellular-and-developmental-biology-mres/58134512,1 year,MRes - Master of Research,2024,,"28,600",PG,University of Nottingham
University of Nottingham,Chemistry Master of Research (MRes),https://www.thecompleteuniversityguide.co.uk/courses/details/chemistry-master-of-research/58444210,12 months,MRes - Master of Research,2024,,"30,200",PG,University of Nottingham
University of Nottingham,"Child Health, Obstetrics, and Gynaecology DM",https://www.thecompleteuniversityguide.co.uk/courses/details/child-health-obstetrics-and-gynaecology-dm/58134524,4 years,DM/MD - Doctor of Medicine,2024,,"21,500",PG,University of Nottingham
University of Nottingham,"Child Health, Obstetrics, and Gynaecology MPhil",https://www.thecompleteuniversityguide.co.uk/courses/details/child-health-obstetrics-and-gynaecology-mphil/58134460,2 years,MPhil - Master of Philosophy,2024,,"21,500",PG,University of Nottingham
University of Nottingham,Chinese/English Translation and Interpreting MA,https://www.thecompleteuniversityguide.co.uk/courses/details/chinese-english-translation-and-interpreting-ma/52383230,12 months,MA - Master of Arts,2024,,"22,600",PG,University of Nottingham
University of Nottingham,Civil Engineering and Management MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/civil-engineering-and-management-msc/58320240,12 months,MSc - Master of Science,2024,,"28,600",PG,University of Nottingham
